DEPARTAMENTO,MUNICIPIO,Muestras Evaluadas,Muestras Tratadas,Muestras Sin Tratamiento,IRCA MÍnimo,IRCA Máximo,IRCA Promedio,NUMERO PARAMETROS MÍnimo,NUMERO PARAMETROS Máximo,NUMERO PARAMETROS Promedio,Alcanilidad Total Número Muestras,Alcanilidad Total No Aptas,Alcanilidad Total % No Aptas,Alcanilidad Total MÍnimo,Alcanilidad Total Máximo,Alcanilidad Total Promedio,Aluminio Número Muestras,Aluminio No Aptas,Aluminio % No Aptas,Aluminio MÍnimo,Aluminio Máximo,Aluminio Promedio,Cloro residual libre Número Muestras,Cloro residual libre No Aptas,Cloro residual libre % No Aptas,Cloro residual libre MÍnimo,Cloro residual libre Máximo,Cloro residual libre Promedio,Cloruros Número Muestras,Cloruros No Aptas,Cloruros % No Aptas,Cloruros MÍnimo,Cloruros Máximo,Cloruros Promedio,Coliformes totales Número Muestras,Coliformes totales No Aptas,Coliformes totales % No Aptas,Coliformes totales MÍnimo,Coliformes totales Máximo,Coliformes totales Promedio,Color aparente Número Muestras,Color aparente No Aptas,Color aparente % No Aptas,Color aparente MÍnimo,Color aparente Máximo,Color aparente Promedio,Conductividad Número Muestras,Conductividad No Aptas,Conductividad % No Aptas,Conductividad MÍnimo,Conductividad Máximo,Conductividad Promedio,COT Número Muestras,COT No Aptas,COT % No Aptas,COT MÍnimo,COT Máximo,COT Promedio,Cryptosporidium Número Muestras,Cryptosporidium No Aptas,Cryptosporidium % No Aptas,Cryptosporidium MÍnimo,Cryptosporidium Máximo,Cryptosporidium Promedio,Dureza total Número Muestras,Dureza total No Aptas,Dureza total % No Aptas,Dureza total MÍnimo,Dureza total Máximo,Dureza total Promedio,E.coli Número Muestras,E.coli No Aptas,E.coli % No Aptas,E.coli MÍnimo,E.coli Máximo,E.coli Promedio,Fluoruros Número Muestras,Fluoruros No Aptas,Fluoruros % No Aptas,Fluoruros MÍnimo,Fluoruros Máximo,Fluoruros Promedio,Giardia Número Muestras,Giardia No Aptas,Giardia % No Aptas,Giardia MÍnimo,Giardia Máximo,Giardia Promedio,Hierro total Número Muestras,Hierro total No Aptas,Hierro total % No Aptas,Hierro total MÍnimo,Hierro total Máximo,Hierro total Promedio,Nitritos Número Muestras,Nitritos No Aptas,Nitritos % No Aptas,Nitritos MÍnimo,Nitritos Máximo,Nitritos Promedio,Olor Número Muestras,Olor No Aptas,Olor % No Aptas,Olor MÍnimo,Olor Máximo,Olor Promedio,ph Número Muestras,ph No Aptas,ph % No Aptas,ph MÍnimo,ph Máximo,ph Promedio,Sabor Número Muestras,Sabor No Aptas,Sabor % No Aptas,Sabor MÍnimo,Sabor Máximo,Sabor Promedio,Sulfatos Número Muestras,Sulfatos No Aptas,Sulfatos % No Aptas,Sulfatos MÍnimo,Sulfatos Máximo,Sulfatos Promedio,Turbiedad Número Muestras,Turbiedad No Aptas,Turbiedad % No Aptas,Turbiedad MÍnimo,Turbiedad Máximo,Turbiedad Promedio
Caldas 2017,Risaralda,657,183,474,0,98.13,61.69,9,15,10,11,0,0,16.6,74.5,35.39,-,-,-,-,-,-,65,54,83.08,0.25,1.38,0.39,11,0,0,2.83,7.42,5.06,65,52,80,0,2419.2,1713.74,65,13,20,1,57,10.42,65,0,0,54.7,229.8,122.56,6,3,50,0.2,12.6,7.3,0,0,0,-,-,-,11,0,0,20,95.9,48.76,65,50,76.92,0,1732.9,184.46,-,-,-,-,-,-,0,0,0,-,-,-,11,0,0,0.01,0.04,0.02,11,0,0,0,0,0,65,0,0,0,0,0,65,0,0,6.8,8.24,7.48,65,0,0,0,0,0,11,0,0,0,1,0.27,65,13,20,0.13,6.79,1.43
Caldas 2017,Salamina,902,331,571,0,98.06,60.11,9,16,10,22,0,0,27.8,50.5,37.54,-,-,-,-,-,-,85,63,74.12,0.25,1.06,0.4,22,0,0,1.91,8.19,4.71,85,63,74.12,0,2419.2,1218.9,85,29,34.12,1,327,23.2,85,0,0,40.3,847,200.07,5,0,0,0.2,4.6,3.44,0,0,0,-,-,-,22,0,0,39.4,58.6,47.82,85,60,70.59,0,1119.9,94.26,-,-,-,-,-,-,0,0,0,-,-,-,22,0,0,0.01,0.05,0.02,22,0,0,0,0,0,85,0,0,0,0,0,85,0,0,6.51,8.84,7.66,85,0,0,0,0,0,22,0,0,3,29,8.05,85,27,31.76,0.1,54.4,3.54
Caldas 2017,Samaná,781,173,608,0,98.13,62.89,9,16,9,9,0,0,4.5,8.3,6.59,-,-,-,-,-,-,79,69,87.34,0.25,0.77,0.29,9,0,0,0.18,4.24,1.27,79,69,87.34,0,5475,1319.25,79,10,12.66,0,120,9.77,79,0,0,8.26,65.5,27.45,16,1,6.25,0,5.7,2.05,0,0,0,-,-,-,9,0,0,4.2,11,6.58,79,65,82.28,0,1986.3,69.91,-,-,-,-,-,-,0,0,0,-,-,-,9,0,0,0.02,0.07,0.04,9,0,0,0,0.01,0,79,0,0,0,0,0,79,5,6.33,5.36,9.24,7.21,79,0,0,0,0,0,9,0,0,0,1,0.11,79,8,10.13,0.1,23,1.24
Caldas 2017,San José,627,166,461,0,98.06,64.05,9,16,10,11,0,0,15.7,86.9,53.07,-,-,-,-,-,-,61,50,81.97,0.25,1.11,0.36,11,0,0,2.01,6.7,5.12,61,50,81.97,0,2419.2,1645.5,61,12,19.67,1,74,10.28,61,0,0,46.6,265,175.57,12,2,16.67,0,14.4,4.2,0,0,0,-,-,-,11,0,0,16.9,117.4,68.42,61,50,81.97,0,1203.3,83.8,-,-,-,-,-,-,0,0,0,-,-,-,11,0,0,0,0.07,0.02,11,0,0,0,0,0,61,0,0,0,0,0,61,0,0,6.85,8.68,7.61,61,0,0,0,0,0,11,0,0,0,0,0,61,15,24.59,0.1,16.9,1.71
Caldas 2017,Supía,1167,566,601,0,98.13,47.47,2,16,9,35,0,0,17.8,134.1,35.99,-,-,-,-,-,-,100,65,65,0.1,1.66,0.42,35,0,0,0,6.71,4.36,120,65,54.17,0,2419.2,1154.26,100,43,43,1,814,39.35,100,0,0,30.6,375,141.03,15,2,13.33,0,12.6,2.98,1,0,0,0,0,0,35,0,0,20.2,57,41.57,120,65,54.17,0,2419.2,251.39,-,-,-,-,-,-,1,0,0,0,0,0,35,0,0,0.01,0.13,0.05,35,0,0,0,0.01,0,100,0,0,0,0,0,100,0,0,6.76,8.8,7.67,100,0,0,0,0,0,35,0,0,3,20,10.49,100,41,41,0.11,248,7.21
Caldas 2017,Victoria,546,175,371,0,98.06,70.07,9,16,10,11,0,0,5.2,15.7,10.22,-,-,-,-,-,-,53,42,79.25,0.25,0.94,0.34,11,0,0,0.64,4.96,1.85,53,42,79.25,0,2419.2,1574.68,53,28,52.83,1,225,32.34,53,0,0,8.21,149.8,58.98,3,0,0,0.6,1.6,1.23,0,0,0,-,-,-,11,0,0,6.2,14.9,10.56,53,42,79.25,0,2419.2,243.79,-,-,-,-,-,-,0,0,0,-,-,-,11,0,0,0.02,0.2,0.07,11,0,0,0,0,0,53,0,0,0,0,0,53,0,0,6.59,7.83,7.3,53,0,0,0,0,0,11,0,0,0,1,0.09,53,27,50.94,0.24,42.7,5.35
Caldas 2017,Villamaría,1661,940,721,0,100,47.67,9,16,11,62,0,0,4.8,31.2,18.63,-,-,-,-,-,-,143,80,55.94,0.25,1.67,0.68,62,0,0,0.57,9.15,4.85,143,80,55.94,0,2419.2,1018.56,143,51,35.66,1,1752,37.42,143,0,0,37.2,333,154.59,2,0,0,0,0,0,0,0,0,-,-,-,62,0,0,18.1,84.1,48.72,143,77,53.85,0,2419.2,171.65,-,-,-,-,-,-,0,0,0,-,-,-,62,1,1.61,0.02,0.42,0.11,62,0,0,0,0.01,0,143,0,0,0,0,0,143,2,1.4,6.45,9.38,7.43,143,0,0,0,0,0,62,0,0,4,38,28.48,143,44,30.77,0.1,271,5.15
Caldas 2017,Viterbo,552,345,207,0,98.06,45.55,9,15,12,23,0,0,40.4,109.6,71.61,-,-,-,-,-,-,46,23,50,0.25,1.86,0.83,23,0,0,4.4,32.92,8.51,46,23,50,0,2419.2,1086.92,46,19,41.3,1,2060,77.15,46,0,0,110.5,422,226.62,0,0,0,,,,0,0,0,-,-,-,23,0,0,11.9,109.9,85.71,46,22,47.83,0,2419.2,223.22,-,-,-,-,-,-,0,0,0,-,-,-,23,0,0,0.01,0.3,0.03,23,0,0,0,0,0,46,0,0,0,0,0,46,0,0,7.09,8.74,7.91,46,0,0,0,0,0,23,0,0,1,14,8.87,46,18,39.13,0.17,756,21.73
Caldas 2018,Manizales,2780,2299,481,0,100,18.49,2,20,9,117,0,0,8.1,162.6,30.13,18,0,0,0.07,0.12,0.08,187,74,39.57,0,2.5,0.72,114,0,0,0,16.73,6.25,280,57,20.36,0,2419.2,415.92,187,53,28.34,0,330,18.66,187,0,0,33.2,418,139.14,23,1,4.35,0,11.2,2.29,2,0,0,0,0,0,116,0,0,12.9,110.12,47.67,280,55,19.64,0,2419.2,66.94,1,0,0,0.05,0.05,0.05,2,0,0,0,0,0,120,5,4.17,0,10,0.18,121,0,0,0,0.05,0,187,0,0,0,0,0,187,3,1.6,6.23,9.75,7.45,187,0,0,0,0,0,119,0,0,0,105.03,25.72,187,29,15.51,0.03,40,1.9
Caldas 2018,Aguadas,1093,479,614,0,100,55.79,9,19,11,28,0,0,2.94,22,9.05,4,0,0,0.07,0.07,0.07,97,69,71.13,0.1,1.55,0.4,28,0,0,0,6.84,2.15,96,69,71.88,0,2419.2,1406.02,97,23,23.71,0,150,16.4,97,0,0,14.51,529,105.68,2,0,0,0,1.5,0.75,1,0,0,0,0,0,28,0,0,3.8,16.92,10.24,96,69,71.88,0,2419.2,165.76,2,0,0,0.02,0.17,0.1,1,0,0,0,0,0,28,0,0,0,0.23,0.04,28,0,0,0,0.02,0,97,0,0,0,0,0,97,5,5.15,1.3,9.32,7.38,97,0,0,0,0,0,28,0,0,0,10.72,2.74,97,17,17.53,0.02,25.8,1.67
Caldas 2018,Anserma,846,466,380,0,98.06,42.22,2,18,10,26,0,0,11.9,24.4,18.46,3,0,0,0.07,0.12,0.09,68,42,61.76,0.25,1.44,0.59,26,0,0,0.67,7.73,3.9,83,42,50.6,0,2419.2,1149.07,68,26,38.24,0,100,20.6,68,0,0,20.17,321,78.35,1,0,0,0,0,0,0,0,0,-,-,-,26,0,0,14.15,34.22,20.31,83,40,48.19,0,2419.2,161.35,2,0,0,0.02,0.03,0.02,0,0,0,-,-,-,26,0,0,0,0.13,0.02,26,0,0,0,0.01,0,68,0,0,0,0,0,68,1,1.47,6.46,8.93,7.64,68,0,0,0,0,0,25,0,0,0,10,2.45,68,20,29.41,0.03,10.5,1.75
Caldas 2018,Aranzazu,495,171,324,0,98.06,60.53,9,19,10,9,0,0,8.9,26.7,18.61,3,0,0,0.07,0.07,0.07,46,36,78.26,0.25,1.56,0.4,10,0,0,0.71,6.98,2.32,45,36,80,0,2419.2,1583.16,46,19,41.3,0,60,17.8,46,0,0,34.4,352,120.56,3,1,33.33,1.4,8.9,4.5,0,0,0,-,-,-,10,0,0,13.1,28.3,19.15,45,36,80,0,866.4,129.16,0,0,0,-,-,-,0,0,0,-,-,-,10,0,0,0,0.08,0.02,10,0,0,0,0.01,0,46,0,0,0,0,0,46,1,2.17,0,8.34,7.41,46,0,0,0,0,0,10,0,0,2,14.9,7.69,46,4,8.7,0.01,6.7,0.95
Caldas 2018,Belalcázar,631,169,462,0,98.06,66.55,9,20,10,10,0,0,16.1,113.3,36.16,2,0,0,0.01,0.12,0.07,61,51,83.61,0.25,1.28,0.37,10,0,0,2.55,8.5,5.82,61,51,83.61,0,2419.2,1990.06,61,20,32.79,0,477,22.67,61,0,0,24.28,283.3,198.29,2,0,0,0,1.3,0.65,1,0,0,0,0,0,10,0,0,9.66,127,40.73,61,51,83.61,0,1203.3,151.39,1,0,0,0.02,0.02,0.02,1,0,0,0,0,0,11,0,0,0,0.17,0.04,11,0,0,0,0.02,0,61,0,0,0,0,0,61,0,0,6.94,8.69,7.85,61,0,0,0,0,0,10,0,0,0,6.66,2.22,61,15,24.59,0.03,72.8,2.62
Caldas 2018,Chinchiná,1215,900,315,0,98.06,24.22,1,20,10,50,0,0,12.6,77,51.35,10,0,0,0.01,0.12,0.06,84,35,41.67,0.15,1.68,0.91,50,0,0,0.53,15.5,8.28,115,34,29.57,0,2419.2,584.79,84,23,27.38,0,1548,30.55,84,0,0,54,219.3,148.04,4,0,0,0,3.4,1.3,2,0,0,0,0,0,50,0,0,18.1,93.63,59.73,115,33,28.7,0,2419.2,138.08,0,0,0,-,-,-,2,0,0,0,0,0,50,0,0,0,0.3,0.04,49,0,0,0,0.02,0,84,0,0,0,0,0,84,0,0,6.79,8.77,7.54,84,0,0,0,0,0,49,0,0,0,51.34,11.15,83,14,16.87,0.05,233,4.46
Caldas 2018,Filadelfia,568,323,245,0,100,50.6,9,19,11,13,0,0,27.2,93.13,61.03,3,0,0,0.01,0.07,0.05,50,36,72,0.1,1.99,0.47,13,0,0,1.35,5.71,2.78,50,36,72,0,2419.2,1109.75,50,8,16,0,30,7.1,50,1,2,37.2,3920,320.35,2,0,0,0.9,3.5,2.2,1,0,0,0,0,0,15,0,0,5.2,117.04,68.53,50,31,62,0,770.1,48.94,0,0,0,-,-,-,1,0,0,0,0,0,14,0,0,0,0.14,0.04,15,0,0,0,0.01,0,50,0,0,0,0,0,50,2,4,5.01,8.4,7.67,50,0,0,0,0,0,14,0,0,0,75.86,23.6,50,4,8,0.06,2.35,0.63
Caldas 2018,La Dorada,806,806,0,0,78.7,5.35,2,19,11,39,0,0,7.9,163.6,37.73,5,0,0,0.07,0.12,0.08,50,0,0,0.5,2,1.07,36,0,0,2.59,23.4,7.56,68,2,2.94,0,2419.2,61.06,50,12,24,0,565,23.32,50,0,0,43.1,482,156.08,2,0,0,2.6,4,3.3,0,0,0,-,-,-,40,0,0,10.85,162.4,50.63,68,1,1.47,0,35,0.51,0,0,0,-,-,-,0,0,0,-,-,-,40,3,7.5,0,3.85,0.17,38,1,2.63,0,0.25,0.01,50,0,0,0,0,0,50,0,0,6.5,8.38,7.46,50,0,0,0,0,0,39,0,0,0,57,10.69,50,11,22,0.08,51.8,2.28
Caldas 2018,La Merced,565,196,369,0,98.06,57.23,9,19,10,11,0,0,36.6,52.5,43.6,2,0,0,0.01,0.07,0.04,53,42,79.25,0.25,2.5,0.4,11,0,0,0,3.19,1.31,52,42,80.77,0,2419.2,1485.63,53,5,9.43,0,57,7.21,53,0,0,73.1,442,156.75,2,1,50,0.6,127.4,64,1,0,0,0,0,0,11,0,0,22.2,71.82,42.71,51,40,78.43,0,1986.3,126.73,1,0,0,0.06,0.06,0.06,1,0,0,0,0,0,11,0,0,0.01,0.07,0.03,11,0,0,0,0.03,0.01,53,0,0,0,0,0,53,0,0,6.62,8.71,7.66,53,0,0,0,0,0,11,0,0,0,23.89,5.5,53,3,5.66,0.1,9.75,0.84
Caldas 2018,Manzanares,1012,367,645,0,98.06,54.86,9,20,10,21,0,0,4.6,24.8,12.28,2,0,0,0.07,0.07,0.07,93,71,76.34,0.25,1.53,0.42,22,0,0,0,6.74,1.61,93,71,76.34,0,2419.2,1154.09,93,4,4.3,0,18,7.32,93,0,0,19.61,223,35.18,3,0,0,0,3.5,1.67,0,0,0,-,-,-,23,0,0,5.6,27.66,11.09,93,71,76.34,0,770.1,82.92,0,0,0,-,-,-,0,0,0,-,-,-,23,0,0,0,0.07,0.01,23,0,0,0,0.02,0,93,0,0,0,0,0,93,1,1.08,6.49,8.33,7.48,93,0,0,0,0,0,22,0,0,0,43,5.23,93,2,2.15,0.04,15.7,0.81
Caldas 2018,Marmato,475,155,320,0,98.06,60.73,7,19,10,9,0,0,17.3,33.3,23.37,2,0,0,0.07,0.07,0.07,45,36,80,0.25,1.91,0.4,9,0,0,0.32,5.1,2.18,43,34,79.07,0,2419.2,1886.82,45,8,17.78,0,79,12.89,45,0,0,26.53,591,125.2,1,0,0,2.5,2.5,2.5,1,0,0,0,0,0,9,0,0,19.47,37.1,25,43,34,79.07,0,2419.2,143.3,0,0,0,-,-,-,1,0,0,0,0,0,9,0,0,0,0.04,0.02,9,0,0,0,0.01,0,45,0,0,0,0,0,45,4,8.89,1.73,8.95,7.17,45,0,0,0,0,0,9,0,0,0,6.3,1.52,45,9,20,0.05,12.4,1.83
Caldas 2018,Marquetalia,777,182,595,0,98.06,64.52,9,19,10,11,0,0,14.1,47.22,30.65,2,0,0,0.12,0.12,0.12,77,66,85.71,0.25,1.38,0.37,11,0,0,0.81,6.06,2.57,76,66,86.84,0,2419.2,2074.06,77,24,31.17,0,41,12.77,77,0,0,30.6,97.4,45.9,1,0,0,0.8,0.8,0.8,0,0,0,-,-,-,11,0,0,21.7,36.39,28.11,76,66,86.84,0,1732.9,246.73,1,0,0,0.03,0.03,0.03,0,0,0,-,-,-,11,0,0,0,0.13,0.03,11,0,0,0,0.01,0,77,0,0,0,0,0,77,2,2.6,5.75,8.65,7.45,77,0,0,0,0,0,10,0,0,0,6.17,2.67,77,5,6.49,0.1,5.89,1.15
Caldas 2018,Marulanda,272,172,100,0,98.06,51.09,9,22,12,10,0,0,10.2,46.5,25.23,1,0,0,0.12,0.12,0.12,21,13,61.9,0.04,1.11,0.41,10,0,0,0.42,2.55,1.31,21,12,57.14,0,2419.2,912.01,21,11,52.38,0,74,26.23,21,0,0,31.7,94.5,59.61,3,0,0,0,5,1.83,1,0,0,0,0,0,10,0,0,10,35.22,21.94,21,12,57.14,0,381.1,44.43,2,0,0,0.04,0.05,0.04,1,0,0,0,0,0,10,0,0,0.01,0.28,0.11,10,0,0,0,0.05,0.01,21,0,0,0,0,0,21,0,0,6.95,8.53,7.58,21,0,0,0,0,0,10,0,0,0.6,10.64,3.69,21,7,33.33,0.22,7.57,1.95
Caldas 2018,Neira,975,435,540,0,98.06,54.1,7,20,11,25,0,0,11.9,77,26.02,3,0,0,0.01,0.07,0.05,87,59,67.82,0,1.63,0.48,25,0,0,0.5,81.03,7.44,84,56,66.67,0,2419.2,1306.24,87,34,39.08,0,615,35.23,87,0,0,8,452,153.47,2,0,0,0.14,1,0.57,1,0,0,0,0,0,25,0,0,15.3,165.77,34.61,84,50,59.52,0,2419.2,197.1,0,0,0,-,-,-,1,0,0,0,0,0,26,1,3.85,0,0.72,0.05,25,0,0,0,0.02,0,87,0,0,0,0,0,87,2,2.3,6.22,8.68,7.62,87,0,0,0,0,0,26,0,0,0,10.08,3.97,87,27,31.03,0.02,88.7,4.42
Caldas 2018,Norcasia,697,382,315,0,98.06,44.41,9,19,12,23,0,0,5.5,44,11.61,0,0,0,-,-,-,58,35,60.34,0.1,1.9,0.58,23,0,0,0.07,6.06,1.91,58,36,62.07,0,2419.2,1327.42,58,5,8.62,0,41,6.93,58,0,0,17.01,50.1,28.3,1,0,0,0.9,0.9,0.9,0,0,0,-,-,-,23,0,0,6.3,20.35,11.15,58,35,60.34,0,613.1,73.59,0,0,0,-,-,-,0,0,0,-,-,-,23,0,0,0,0.13,0.02,23,0,0,0,0.01,0,58,0,0,0,0,0,58,0,0,6.51,8.76,7.46,58,0,0,0,0,0,23,0,0,0,20.56,3.64,58,2,3.45,0,5.02,0.58
Caldas 2018,Pácora,666,522,144,0,98.06,25.05,2,20,11,19,0,0,11.5,46.4,30.7,2,0,0,0.07,0.07,0.07,59,18,30.51,0.25,1.88,0.93,14,0,0,0.07,6.59,2.21,59,19,32.2,0,2419.2,606.32,59,9,15.25,0,36,8.56,59,0,0,44.7,607.9,127.63,2,0,0,0,2.5,1.25,1,0,0,0,0,0,18,0,0,27.03,58.5,35.87,59,19,32.2,0,193.5,14.73,0,0,0,-,-,-,1,0,0,0,0,0,19,0,0,0,0.12,0.05,19,0,0,0,0.07,0.01,59,0,0,0,0,0,59,0,0,7.17,8.63,7.74,59,0,0,0,0,0,19,0,0,0,9,1.65,59,6,10.17,0.11,49.2,1.71
Caldas 2018,Palestina,762,588,174,0,98.06,32.78,6,19,14,36,0,0,20.8,106.4,53.42,2,0,0,0.07,0.12,0.1,53,23,43.4,0.03,5.09,0.76,36,0,0,2.9,12.4,8.14,54,20,37.04,0,2419.2,815.98,53,14,26.42,0,264,17.32,53,0,0,92.6,341,196.07,6,0,0,0,5,1.15,1,0,0,0,0,0,36,0,0,33.7,110.76,69.82,54,20,37.04,0,547.5,53.99,0,0,0,-,-,-,1,0,0,0,0,0,36,0,0,0,0.21,0.04,36,0,0,0,0.02,0,53,0,0,0,0,0,53,1,1.89,0.74,8.47,7.58,53,0,0,0,0,0,36,0,0,0,39.51,11.84,53,12,22.64,0.05,27.2,1.89
Caldas 2018,Pensilvania,840,401,439,0,98.06,49.72,7,22,11,22,0,0,4.19,17.4,9.68,3,0,0,0.01,0.07,0.05,73,51,69.86,0.1,0.9,0.25,22,0,0,0.14,6.74,2.15,70,48,68.57,0,2419.2,1278.46,73,12,16.44,0,116,9.11,73,0,0,14.47,281.4,37.37,2,0,0,1.9,2.7,2.3,1,0,0,0,0,0,23,0,0,5.4,19.15,10.94,70,48,68.57,0,2419.2,112.29,0,0,0,-,-,-,1,0,0,0,0,0,24,0,0,0,0.08,0.02,24,0,0,0,0.02,0,73,0,0,0,0,0,73,1,1.37,6.31,8.65,7.39,73,0,0,0,0,0,24,0,0,0,8.48,2.12,73,3,4.11,0.03,4.91,0.57
Caldas 2018,Riosucio,1217,595,622,0,100,46.09,2,20,9,34,0,0,8.5,133.2,27.42,5,0,0,0.01,0.12,0.07,103,70,67.96,0.25,1.84,0.58,33,0,0,0.67,8.12,3.19,120,68,56.67,0,2419.2,1104.43,103,31,30.1,0,283,18.28,103,0,0,0,281.7,98.4,1,0,0,1.7,1.7,1.7,1,0,0,0,0,0,34,0,0,19.1,40.43,28.36,120,68,56.67,0,2419.2,138.77,1,0,0,0.02,0.02,0.02,1,0,0,0,0,0,34,0,0,0,0.3,0.04,33,0,0,0,0.01,0,103,0,0,0,0,0,103,1,0.97,6.58,9.79,7.54,103,0,0,0,0,0,34,0,0,0,42.17,8.78,103,26,25.24,0.05,40.9,2.21
Caldas 2018,Risaralda,563,184,379,0,98.06,55.44,9,22,10,11,0,0,17.5,80.8,26.91,2,0,0,0.07,0.07,0.07,53,42,79.25,0.25,1.3,0.42,11,0,0,2.3,6.03,4.06,52,39,75,0,2419.9,1498.95,53,8,15.09,0,32,7.34,53,0,0,44.2,282,119.54,1,0,0,1.2,1.2,1.2,1,0,0,0,0,0,11,0,0,16.4,92.89,28,52,37,71.15,0,3076,113.03,0,0,0,-,-,-,1,0,0,0,0,0,11,0,0,0,0.1,0.03,11,0,0,0,0.01,0,53,0,0,0,0,0,53,0,0,6.77,8.75,7.59,53,0,0,0,0,0,11,0,0,0,7.58,2.13,53,6,11.32,0.05,5.25,0.93
Caldas 2018,Salamina,874,351,523,0,100,57.12,7,20,11,22,0,0,23.3,60.74,46.21,3,0,0,0.07,0.07,0.07,79,58,73.42,0.25,1.15,0.4,22,0,0,1.24,21.02,4.81,77,56,72.73,0,2419.2,1328.98,79,22,27.85,0,220,15.8,79,1,1.27,16.13,1134,232.97,1,0,0,0.4,0.4,0.4,1,0,0,0,0,0,22,0,0,28.41,65.65,48.38,77,56,72.73,0,2419.2,136.15,0,0,0,-,-,-,1,0,0,0,0,0,21,0,0,0,0.05,0.01,21,0,0,0,0.01,0,79,0,0,0,0,0,79,2,2.53,6.33,9.36,7.7,79,0,0,0,0,0,21,0,0,0,26.26,7.58,79,15,18.99,0.06,57.3,2.46
Caldas 2018,Samaná,723,275,448,0,98.06,53.41,7,20,10,17,0,0,2.1,18,8.82,1,0,0,0.07,0.07,0.07,67,51,76.12,0,1.5,0.34,17,0,0,0,3.4,1.43,64,50,78.13,0,2419.2,1296.34,67,2,2.99,0,20,5.31,67,0,0,10.8,66.3,26.97,1,0,0,1.6,1.6,1.6,0,0,0,-,-,-,17,0,0,4.6,16.52,8.55,64,47,73.44,0,2419.2,115.22,1,0,0,0.01,0.01,0.01,0,0,0,-,-,-,18,0,0,0,0.12,0.04,17,0,0,0,0.06,0.01,67,0,0,0,0,0,67,2,2.99,0.51,8.6,7.28,67,0,0,0,0,0,17,0,0,0,67.24,7.08,67,3,4.48,0.1,4.5,0.59
Caldas 2018,San José,482,162,320,0,98.06,59.08,7,19,10,10,0,0,16.1,106.9,31.57,0,0,0,-,-,-,46,36,78.26,0.25,1.12,0.4,10,0,0,1.56,8.39,4.89,43,34,79.07,0,2419.2,1553.61,46,9,19.57,0,38,9.26,46,0,0,54.6,214.8,152.84,1,0,0,0,0,0,0,0,0,-,-,-,10,0,0,18.9,113.64,34.56,43,33,76.74,0,1203.3,134.74,0,0,0,-,-,-,0,0,0,-,-,-,9,0,0,0,0.11,0.03,10,0,0,0,0.01,0,46,0,0,0,0,0,46,2,4.35,2.14,8.18,7.45,46,0,0,0,0,0,10,0,0,0,7.19,2.93,46,8,17.39,0.04,4.11,0.97
Caldas 2018,Supía,901,535,366,0,98.06,44.62,2,18,10,27,0,0,11.5,62.9,39.42,2,0,0,0.07,0.12,0.1,74,46,62.16,0.07,1.34,0.46,27,0,0,1.91,7.27,4.65,80,40,50,0,2419.2,1135.53,74,29,39.19,0,549,36.47,74,0,0,34.2,562,137.93,1,0,0,0.5,0.5,0.5,0,0,0,-,-,-,27,0,0,8.94,64.9,42.6,80,40,50,0,1299.7,141.82,0,0,0,-,-,-,0,0,0,-,-,-,27,0,0,0,0.17,0.03,27,0,0,0,0.02,0,74,0,0,0,0,0,74,0,0,6.5,8.49,7.64,74,0,0,0,0,0,28,0,0,0,29.18,7.79,74,24,32.43,0.07,77.1,4.81
Caldas 2018,Victoria,665,180,485,0,98.06,76.38,7,18,10,11,0,0,8.3,18,11.96,1,0,0,0.07,0.07,0.07,65,54,83.08,0.25,1.08,0.34,11,0,0,0.89,3.9,1.99,62,52,83.87,0,2419.2,1825.5,65,44,67.69,0.01,359,41.28,65,0,0,9.86,108.9,56.26,1,0,0,1.1,1.1,1.1,0,0,0,-,-,-,11,0,0,9.58,16.6,11.86,62,51,82.26,0,2419.2,128.86,3,0,0,0.02,0.08,0.05,0,0,0,-,-,-,11,0,0,0,0.07,0.03,11,0,0,0,0.01,0,65,0,0,0,0,0,65,0,0,6.99,8.61,7.39,65,0,0,0,0,0,11,0,0,0,4.5,1.46,65,43,66.15,0.09,57.3,5.9
Caldas 2018,Villamaría,1758,1110,648,0,100,41.2,9,19,12,66,0,0,3.1,39.6,22.41,4,0,0,0.07,0.07,0.07,139,75,53.96,0.07,1.99,0.59,66,0,0,1.28,12.9,4.44,138,72,52.17,0,2419.2,1024.96,139,39,28.06,0,164,16.57,139,1,0.72,22.4,1455,162.18,1,0,0,0.3,0.3,0.3,0,0,0,-,-,-,67,0,0,31.18,103.21,48.74,138,68,49.28,0,2419.2,119.96,1,0,0,0.07,0.07,0.07,0,0,0,-,-,-,67,1,1.49,0,0.38,0.09,66,0,0,0,0.04,0,139,0,0,0,0,0,139,2,1.44,6,8.52,7.43,139,0,0,0,0,0,65,0,0,3,91.01,29.98,139,21,15.11,0.09,23.1,1.85
