DEPARTAMENTO,MUNICIPIO,Muestras Evaluadas,Muestras Tratadas,Muestras Sin Tratamiento,IRCA MÍnimo,IRCA Máximo,IRCA Promedio,NUMERO PARAMETROS MÍnimo,NUMERO PARAMETROS Máximo,NUMERO PARAMETROS Promedio,Alcanilidad Total Número Muestras,Alcanilidad Total No Aptas,Alcanilidad Total % No Aptas,Alcanilidad Total MÍnimo,Alcanilidad Total Máximo,Alcanilidad Total Promedio,Aluminio Número Muestras,Aluminio No Aptas,Aluminio % No Aptas,Aluminio MÍnimo,Aluminio Máximo,Aluminio Promedio,Cloro residual libre Número Muestras,Cloro residual libre No Aptas,Cloro residual libre % No Aptas,Cloro residual libre MÍnimo,Cloro residual libre Máximo,Cloro residual libre Promedio,Cloruros Número Muestras,Cloruros No Aptas,Cloruros % No Aptas,Cloruros MÍnimo,Cloruros Máximo,Cloruros Promedio,Coliformes totales Número Muestras,Coliformes totales No Aptas,Coliformes totales % No Aptas,Coliformes totales MÍnimo,Coliformes totales Máximo,Coliformes totales Promedio,Color aparente Número Muestras,Color aparente No Aptas,Color aparente % No Aptas,Color aparente MÍnimo,Color aparente Máximo,Color aparente Promedio,Conductividad Número Muestras,Conductividad No Aptas,Conductividad % No Aptas,Conductividad MÍnimo,Conductividad Máximo,Conductividad Promedio,COT Número Muestras,COT No Aptas,COT % No Aptas,COT MÍnimo,COT Máximo,COT Promedio,Cryptosporidium Número Muestras,Cryptosporidium No Aptas,Cryptosporidium % No Aptas,Cryptosporidium MÍnimo,Cryptosporidium Máximo,Cryptosporidium Promedio,Dureza total Número Muestras,Dureza total No Aptas,Dureza total % No Aptas,Dureza total MÍnimo,Dureza total Máximo,Dureza total Promedio,E.coli Número Muestras,E.coli No Aptas,E.coli % No Aptas,E.coli MÍnimo,E.coli Máximo,E.coli Promedio,Fluoruros Número Muestras,Fluoruros No Aptas,Fluoruros % No Aptas,Fluoruros MÍnimo,Fluoruros Máximo,Fluoruros Promedio,Giardia Número Muestras,Giardia No Aptas,Giardia % No Aptas,Giardia MÍnimo,Giardia Máximo,Giardia Promedio,Hierro total Número Muestras,Hierro total No Aptas,Hierro total % No Aptas,Hierro total MÍnimo,Hierro total Máximo,Hierro total Promedio,Nitritos Número Muestras,Nitritos No Aptas,Nitritos % No Aptas,Nitritos MÍnimo,Nitritos Máximo,Nitritos Promedio,Olor Número Muestras,Olor No Aptas,Olor % No Aptas,Olor MÍnimo,Olor Máximo,Olor Promedio,ph Número Muestras,ph No Aptas,ph % No Aptas,ph MÍnimo,ph Máximo,ph Promedio,Sabor Número Muestras,Sabor No Aptas,Sabor % No Aptas,Sabor MÍnimo,Sabor Máximo,Sabor Promedio,Sulfatos Número Muestras,Sulfatos No Aptas,Sulfatos % No Aptas,Sulfatos MÍnimo,Sulfatos Máximo,Sulfatos Promedio,Turbiedad Número Muestras,Turbiedad No Aptas,Turbiedad % No Aptas,Turbiedad MÍnimo,Turbiedad Máximo,Turbiedad Promedio
Caldas 2013,Palestina,585,373,212,0,98.06,33.78,8,11,8,0,0,0,-,-,-,1,0,0,0.07,0.07,0.07,66,25,37.88,0.1,1.9,0.6,0,0,0,-,-,-,66,24,36.36,0,2419.2,667.7,66,20,30.3,0,327,27.21,50,0,0,117.3,287.4,177.04,4,0,0,0.1,2.2,1.08,0,0,0,-,-,-,0,0,0,-,-,-,66,23,34.85,0,1203.3,91.99,2,0,0,0.05,0.09,0.07,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,66,4,6.06,0,1,0.06,66,0,0,7.17,8.5,7.87,66,6,9.09,0,1,0.09,0,0,0,-,-,-,66,20,30.3,0.11,43.4,3.77
Caldas 2013,Pensilvania,958,171,787,0,100,61.29,8,11,9,0,0,0,-,-,-,1,0,0,0.01,0.01,0.01,106,90,84.91,0.1,1.52,0.2,0,0,0,-,-,-,106,87,82.08,0,2419.2,1517.55,106,14,13.21,0,46,9.6,86,0,0,1.91,291.8,27.93,16,0,0,0,1.8,0.39,0,0,0,-,-,-,0,0,0,-,-,-,106,87,82.08,0,2419.2,93.62,7,0,0,0.01,0.04,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,106,0,0,0,0,0,106,13,12.26,5.78,8.08,7.01,106,1,0.94,0,1,0.01,0,0,0,-,-,-,106,9,8.49,0.1,8.41,1.01
Caldas 2013,Riosucio,1222,373,849,0,98.06,61.83,8,16,9,23,0,0,15.9,37.6,27.67,2,0,0,0.01,0.2,0.11,127,96,75.59,0.1,1.2,0.27,23,0,0,0,9.6,2.15,127,96,75.59,0,2419.2,1400.78,127,44,34.65,0,216,19.37,93,0,0,5.74,169.5,76.56,10,0,0,0,2.5,0.61,0,0,0,-,-,-,23,0,0,22.7,34.8,27.93,127,94,74.02,0,2419.2,116.09,6,0,0,0.03,0.04,0.03,0,0,0,-,-,-,22,0,0,0.01,0.22,0.04,2,0,0,0,0,0,127,5,3.94,0,1,0.04,127,10,7.87,5.75,8.44,7.37,127,10,7.87,0,1,0.08,2,0,0,7,10,8.5,127,40,31.5,0.13,28.3,2.46
Caldas 2013,Risaralda,752,108,644,0,98.06,67.35,8,11,8,0,0,0,-,-,-,1,0,0,0.14,0.14,0.14,84,72,85.71,0.1,1,0.22,0,0,0,-,-,-,84,72,85.71,0,2419.2,1874.98,84,25,29.76,0,178,18.79,63,0,0,11.05,265,132.07,11,1,9.09,0.7,6.4,2.25,0,0,0,-,-,-,0,0,0,-,-,-,84,70,83.33,0,2419.2,185.04,5,0,0,0.02,0.06,0.04,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,84,3,3.57,0,1,0.04,84,3,3.57,6.08,8.79,7.71,84,7,8.33,0,1,0.08,0,0,0,-,-,-,84,23,27.38,0.15,36.4,2.91
Caldas 2013,Salamina,1270,331,939,0,100,64.77,8,15,9,25,0,0,36.1,61.2,52.37,2,0,0,0.03,0.08,0.06,132,107,81.06,0.1,1,0.24,24,0,0,0.7,5.9,3.58,131,106,80.92,0,2419.2,1596.39,132,42,31.82,0,645,26.77,96,0,0,7.7,354,119.17,12,0,0,0,2,0.68,1,0,0,0,0,0,24,0,0,37.9,57.8,50.53,131,102,77.86,0,2419.2,142.11,7,0,0,0.04,0.12,0.07,1,1,100,0.1,0.1,0.1,24,0,0,0.02,0.11,0.04,0,0,0,-,-,-,132,5,3.79,0,1,0.04,132,4,3.03,6.34,9.12,7.72,132,14,10.61,0,1,0.11,0,0,0,-,-,-,132,38,28.79,0.09,83.1,3.57
Caldas 2013,Samaná,1294,206,1088,0,100,60.26,7,11,8,0,0,0,-,-,-,1,0,0,0,0,0,145,124,85.52,0,1.86,0.21,0,0,0,-,-,-,145,124,85.52,0,2419.2,1559.13,145,10,6.9,0,30,6.23,107,0,0,2.04,210.7,27.33,18,0,0,0,2.3,0.32,0,0,0,-,-,-,0,0,0,-,-,-,145,115,79.31,0,2419.2,79.48,10,0,0,0.01,0.06,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,144,0,0,0,0,0,145,12,8.28,5.7,8.27,7.08,144,0,0,0,0,0,0,0,0,-,-,-,145,9,6.21,0.12,3.69,0.71
Caldas 2013,San José,516,483,33,0,98.06,64.74,7,10,8,0,0,0,-,-,-,1,0,0,0.05,0.05,0.05,59,46,77.97,0.1,1.98,0.29,0,0,0,-,-,-,57,43,75.44,0,2419.2,1747.93,59,25,42.37,0,302,19.93,44,0,0,8.51,376,136.51,3,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,57,42,73.68,0,1119.9,145.83,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,59,1,1.69,0,1,0.02,59,0,0,7.07,8.84,7.85,59,4,6.78,0,1,0.07,0,0,0,-,-,-,59,25,42.37,0.11,44.8,2.98
Caldas 2013,Supía,1112,295,817,0,98.06,66.73,8,15,9,24,0,0,25.6,54.5,39.56,2,0,0,0,0.11,0.06,114,90,78.95,0.1,1.96,0.32,24,0,0,1.7,7.7,4.61,112,90,80.36,0,2419.2,1713.9,114,48,42.11,0,489,34.46,85,0,0,8.5,302,127.31,13,2,15.38,0,5.8,1.44,1,0,0,0,0,0,24,0,0,27.4,58.5,42.22,112,88,78.57,0,2419.2,192.83,7,0,0,0.02,0.14,0.08,1,0,0,0,0,0,23,0,0,0.02,0.09,0.04,0,0,0,-,-,-,114,8,7.02,0,1,0.07,114,1,0.88,4.2,8.92,7.71,114,16,14.04,0,1,0.14,0,0,0,-,-,-,114,49,42.98,0.12,70.6,4.91
Caldas 2013,Victoria,488,132,356,0,98.06,61.38,8,11,8,0,0,0,-,-,-,1,0,0,0.02,0.02,0.02,55,43,78.18,0.08,1.22,0.27,0,0,0,-,-,-,55,43,78.18,0,2419.2,1588.36,55,19,34.55,1,180,18.76,41,0,0,5.5,286.4,36.57,4,0,0,0,1.5,0.7,0,0,0,-,-,-,0,0,0,-,-,-,55,40,72.73,0,1732.9,114.5,2,0,0,0,0.01,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,55,2,3.64,0,1,0.04,55,8,14.55,5.37,8.76,7.13,55,2,3.64,0,1,0.04,0,0,0,-,-,-,55,14,25.45,0.1,20.4,2.07
Caldas 2013,Villamaría,1626,494,1132,0,98.14,57.37,2,15,8,36,0,0,6.4,35.4,22.82,2,0,0,0.11,0.2,0.16,163,127,77.91,0.1,1.03,0.23,35,0,0,1.9,7.1,4.26,186,127,68.28,0,2419.2,1313.63,163,72,44.17,0,342,23.09,116,0,0,6.29,288.7,123.65,12,1,8.33,0,8.6,1.7,0,0,0,-,-,-,35,0,0,36.2,57.7,49.4,186,126,67.74,0,2419.2,168.67,4,0,0,0.01,0.11,0.08,0,0,0,-,-,-,32,0,0,0.03,0.16,0.06,0,0,0,-,-,-,164,12,7.32,0,1,0.07,163,3,1.84,6.34,8.9,7.56,164,19,11.59,0,1,0.12,2,0,0,28.2,29,28.6,163,63,38.65,0.12,73,3.35
Caldas 2013,Viterbo,543,321,222,0,98.06,44,8,15,10,24,0,0,55.9,90.6,75.18,4,0,0,0,0.2,0.1,50,25,50,0.1,1.72,0.72,24,0,0,1.5,8.8,6.5,50,25,50,0,2419.2,1104.48,50,17,34,0,139,19.26,36,0,0,83.4,411,168.49,4,0,0,0,2.7,1.33,0,0,0,-,-,-,24,0,0,60.9,85.9,72.72,50,25,50,0,517.2,63.03,3,0,0,0.09,0.15,0.11,0,0,0,-,-,-,24,0,0,0.01,0.15,0.04,0,0,0,-,-,-,50,0,0,0,0,0,50,0,0,7.33,8.82,8.08,50,5,10,0,1,0.1,0,0,0,-,-,-,50,16,32,0.13,20.8,2.47
Caldas 2014,Manizales,1738,964,774,0,100,47.79,8,17,10,51,2,3.92,10,265,41.18,0,0,0,-,-,-,162,94,58.02,0,1.8,0.5,52,0,0,0,20,6.54,163,94,57.67,0,2419.2,1191.66,163,61,37.42,0,240,19.08,122,0,0,24.8,514,156.64,6,0,0,1.2,3.6,2.3,0,0,0,-,-,-,52,0,0,2,186,44.52,163,91,55.83,0,2419.2,160.82,9,0,0,0.03,0.3,0.11,0,0,0,-,-,-,53,3,5.66,0,0.8,0.11,41,0,0,0,0.06,0.01,161,3,1.86,0,1,0.02,163,5,3.07,6.26,664,11.5,161,9,5.59,0,1,0.06,53,0,0,1,36,20.95,163,38,23.31,0.12,480,5.16
Caldas 2014,Aguadas,1537,437,1100,0,98.06,57.25,4,17,9,25,0,0,4,25,7.48,2,0,0,0.03,0.07,0.05,160,126,78.75,0.1,1.7,0.3,25,0,0,0,8,1.6,157,123,78.34,0,24192,1503.76,161,26,16.15,0,122,11.19,115,0,0,1.25,654,148.51,22,1,4.55,0.08,22,3.05,1,0,0,0,0,0,25,0,0,1,18,7.08,157,116,73.89,0,2419.2,136.97,13,1,7.69,0.03,2.77,0.3,1,0,0,0,0,0,24,0,0,0,0.3,0.07,13,0,0,0,0.02,0.01,146,0,0,0,0,0,160,3,1.88,5.98,8.66,7.49,147,3,2.04,0,1,0.01,22,0,0,0,8,1,161,25,15.53,0.14,16.7,1.39
Caldas 2014,Anserma,1656,588,1068,0,100,55.6,2,16,9,36,0,0,8,45,18.55,3,0,0,0.02,0.16,0.08,159,122,76.73,0.1,102,0.97,35,0,0,0,7,3.08,177,117,66.1,0,2419.2,1446.09,162,68,41.98,0,1596,40.19,120,0,0,25.6,316,133.83,20,2,10,0,5.9,3.06,0,0,0,-,-,-,36,0,0,0,57.5,15.24,181,115,63.54,0,2419.2,181.44,10,0,0,0.03,0.07,0.04,0,0,0,-,-,-,35,1,2.86,0,2.13,0.11,17,0,0,0,0.02,0,152,6,3.95,0,1,0.04,162,2,1.23,0.1,8.76,7.54,153,15,9.8,0,1,0.09,31,0,0,0,6,0.61,162,64,39.51,0.25,85.8,4.75
Caldas 2014,Aranzazu,1019,197,822,0,100,71.21,4,18,9,9,1,11.11,13,294.6,50.96,1,0,0,0.04,0.04,0.04,109,97,88.99,0.1,1.78,0.23,8,0,0,0,7,2,111,99,89.19,0,2419.2,1591,109,42,38.53,0,183,16.8,78,0,0,7.55,331,108.34,19,3,15.79,0.5,21.47,4.12,0,0,0,-,-,-,8,0,0,5,26,15.13,111,98,88.29,0,980.4,84.56,9,0,0,0.06,0.21,0.11,0,0,0,-,-,-,8,0,0,0,0.16,0.08,5,0,0,0,0.02,0,101,1,0.99,0,1,0.01,109,1,0.92,5.16,8.33,7.45,101,1,0.99,0,1,0.01,8,0,0,0,9,4.88,109,19,17.43,0.09,311,4.27
Caldas 2014,Belalcázar,1035,199,836,0,100,68.25,4,15,8,6,0,0,14,28,19.67,0,0,0,-,-,-,113,100,88.5,0.1,241.9,2.33,6,0,0,2,8,5.17,115,102,88.7,0,2419.2,2114.39,113,20,17.7,0,335,13.93,83,0,0,26.72,297.2,204.26,15,1,6.67,0.02,12.45,2.84,0,0,0,-,-,-,6,0,0,16,26,21.5,115,102,88.7,0,2419.2,287.11,10,0,0,0.03,0.99,0.13,0,0,0,-,-,-,6,0,0,0,0.1,0.03,3,0,0,0,0,0,106,3,2.83,0,1,0.03,113,2,1.77,6.09,9.04,7.91,106,4,3.77,0,1,0.04,6,0,0,0,1,0.33,113,22,19.47,0.04,68.8,2.12
Caldas 2014,Chinchiná,1147,777,370,0,100,28.2,2,16,9,43,0,0,20,83.7,53.6,6,4,66.67,0.14,0.7,0.37,96,43,44.79,0.01,1.98,0.62,43,0,0,1,11,7.44,124,44,35.48,0,2419.2,585.01,95,17,17.89,0,1260,49.34,69,0,0,42.9,510,156.11,9,0,0,0,4.14,2.67,2,1,50,0,0.1,0.05,42,0,0,4,84,53.15,125,40,32,0,2419.2,153.38,4,0,0,0.05,0.09,0.07,2,1,50,0,0.1,0.05,43,3,6.98,0,2.7,0.2,23,0,0,0,0.08,0.01,97,3,3.09,0,1,0.03,95,2,2.11,6.4,8.26,7.49,97,5,5.15,0,1,0.05,36,0,0,0,24,12.42,95,18,18.95,0.11,177,7.31
Caldas 2014,Filadelfia,1021,261,760,0,100,60.12,2,16,8,8,0,0,66,82,75.63,1,0,0,0.02,0.02,0.02,110,95,86.36,0.1,1.73,0.23,8,0,0,0,3,1.38,111,91,81.98,0,2419.2,1324.64,108,13,12.04,0,210,9.79,82,0,0,26.25,467,231.77,16,0,0,0.8,4.2,2.4,0,0,0,-,-,-,8,0,0,10,101,86.63,111,82,73.87,0,2419.2,149.71,7,0,0,0.01,0.45,0.17,0,0,0,-,-,-,8,0,0,0,0.17,0.05,5,0,0,0,0.01,0,106,1,0.94,0,1,0.01,108,0,0,6.72,8.87,7.71,106,1,0.94,0,1,0.01,8,0,0,1,31,25.5,108,12,11.11,0.02,31,1.41
Caldas 2014,La Dorada,794,754,40,0,98.06,17.38,2,16,9,39,0,0,16,173,31.87,2,0,0,0.08,0.1,0.09,62,17,27.42,0.1,1.5,0.56,39,0,0,1,34,6.08,81,15,18.52,0,2419.2,233.11,61,16,26.23,0,337,25.1,45,0,0,6,333,130.35,3,0,0,1.5,3.5,2.5,1,0,0,0,0,0,38,0,0,0,107,30.47,81,11,13.58,0,517.2,17.32,0,0,0,-,-,-,1,0,0,0,0,0,39,1,2.56,0,2,0.1,20,0,0,0,0.02,0,63,3,4.76,0,1,0.05,61,0,0,6.77,8.01,7.37,63,5,7.94,0,1,0.08,33,0,0,0,18,8.7,61,19,31.15,0.13,44.2,3.65
Caldas 2014,La Merced,516,181,335,0,98.06,51.99,4,16,9,9,0,0,37,51,42,1,0,0,0.01,0.01,0.01,53,38,71.7,0.01,1.28,0.27,9,0,0,0,1,0.67,51,38,74.51,0,2419.2,1318.58,53,6,11.32,0,58,7.77,36,0,0,83.7,435,149.44,8,0,0,0.2,4.6,1.73,0,0,0,-,-,-,9,0,0,32,48,39.44,51,37,72.55,0,517.2,62.05,2,0,0,0.09,0.11,0.1,0,0,0,-,-,-,9,0,0,0,0.19,0.06,6,0,0,0,0.01,0,52,0,0,0,0,0,53,2,3.77,5.22,8.72,7.51,52,0,0,0,0,0,9,0,0,4,6,5.22,53,8,15.09,0.21,5.93,1.08
Caldas 2014,Manzanares,1083,152,931,0,100,63.33,4,15,8,7,0,0,9,25,13.29,0,0,0,-,-,-,118,105,88.98,0.1,0.92,0.15,7,0,0,0,2,0.57,115,103,89.57,0,2419.2,1533.4,119,7,5.88,0,29,6.61,87,0,0,10.46,284.5,36.32,15,3,20,0,15.67,3.69,0,0,0,-,-,-,7,0,0,1,17,7.43,116,103,88.79,0,2419.2,91.05,10,0,0,0.02,0.04,0.03,0,0,0,-,-,-,7,0,0,0,0.25,0.06,4,0,0,0,0.01,0.01,112,0,0,0,0,0,119,3,2.52,6,8.14,7.3,112,0,0,0,0,0,7,0,0,0,1,0.57,119,6,5.04,0.08,20,0.9
Caldas 2014,Marmato,665,90,575,0,100,72.55,4,17,9,4,0,0,17,30,25,1,0,0,0.01,0.01,0.01,68,62,91.18,0.1,1.37,0.18,4,0,0,0,5,3.25,64,58,90.63,0,2419.2,1883,68,31,45.59,0,123,18.72,52,0,0,20.45,634,131.66,15,0,0,0,5,1.96,0,0,0,-,-,-,3,0,0,2,21,14,66,59,89.39,0,2419.2,219.3,10,0,0,0.03,0.12,0.07,0,0,0,-,-,-,4,0,0,0.03,0.11,0.08,3,0,0,0,0,0,70,3,4.29,0,1,0.04,68,0,0,6.53,8.19,7.5,70,9,12.86,0,1,0.13,4,0,0,0,15,7.5,68,29,42.65,0,69,3.86
Caldas 2014,Marquetalia,971,141,830,0,98.06,67.61,7,15,8,7,0,0,25,45,32.29,0,0,0,-,-,-,108,97,89.81,0.1,1.08,0.19,7,0,0,0,3,1.57,106,96,90.57,0,2419.22,2145.72,108,15,13.89,0,90,11.24,82,0,0,25.33,349,56.68,6,0,0,0.9,3.7,2.25,0,0,0,-,-,-,7,0,0,3,31,25.43,107,96,89.72,0,2419.2,215.35,2,0,0,0.03,0.03,0.03,0,0,0,-,-,-,7,0,0,0,0.15,0.04,4,0,0,0,0.02,0.01,98,2,2.04,0,1,0.02,108,2,1.85,0.49,8.5,7.31,98,2,2.04,0,1,0.02,7,0,0,0,31,6.71,108,19,17.59,0.08,14.4,1.48
Caldas 2014,Marulanda,266,96,170,0,98.06,57.6,8,16,9,1,0,0,25,25,25,0,0,0,-,-,-,29,20,68.97,0,1.95,0.46,1,0,0,0,0,0,29,19,65.52,0,2419.2,1039.31,29,17,58.62,0,109,28.97,22,0,0,36.9,141.5,72.81,2,1,50,4.2,5.28,4.74,0,0,0,-,-,-,1,0,0,13,13,13,29,19,65.52,0,870.4,85.03,3,0,0,0.05,0.06,0.06,0,0,0,-,-,-,1,0,0,0.04,0.04,0.04,1,0,0,0,0,0,29,1,3.45,0,1,0.03,29,1,3.45,6.46,7.94,7.31,29,1,3.45,0,1,0.03,2,0,0,0,4,2,29,9,31.03,0.15,6.63,1.68
Caldas 2014,Neira,1161,339,822,0,98.06,65.22,1,16,9,22,0,0,15,38,25.09,4,0,0,0.01,0.17,0.11,118,92,77.97,0.1,1.5,0.31,22,0,0,0,6,3.27,115,92,80,0,2419.2,1511.28,118,54,45.76,0,523,40.76,87,0,0,31.3,498,158.4,16,4,25,0.34,9.5,4.02,0,0,0,-,-,-,22,0,0,2,36,20.91,116,93,80.17,0,2419.2,257.94,12,0,0,0.05,0.25,0.12,0,0,0,-,-,-,23,1,4.35,0,0.7,0.08,11,0,0,0,0.02,0,110,2,1.82,0,1,0.02,118,1,0.85,2.77,8.59,7.53,109,7,6.42,0,1,0.06,18,0,0,1,9,2.89,118,42,35.59,0.16,65.2,4.68
Caldas 2014,Norcasia,429,116,313,0,100,59.74,4,15,9,6,0,0,2,21,11.17,0,0,0,-,-,-,43,36,83.72,0,1.5,0.24,6,0,0,0,4,1.33,45,35,77.78,0,2419.2,1651.48,46,7,15.22,0,385,16.57,34,0,0,0,40.6,22.06,2,0,0,0.02,1.8,0.91,0,0,0,-,-,-,6,0,0,0,9,5.17,45,35,77.78,0,2419.2,256.74,1,1,100,3.8,3.8,3.8,0,0,0,-,-,-,5,0,0,0,0.11,0.03,4,0,0,0,0.03,0.01,44,0,0,0,0,0,46,8,17.39,5.43,8.2,6.98,45,0,0,0,0,0,5,0,0,0,1,0.4,46,9,19.57,0.18,51.6,2.15
Caldas 2014,Pácora,908,454,454,0,98.06,39.55,4,16,9,8,0,0,29,63,46.38,0,0,0,-,-,-,97,50,51.55,0,3,0.53,8,0,0,0,1,0.5,99,50,50.51,0,2419.2,846.85,97,17,17.53,0,167,10.76,73,1,1.37,24.04,1106,121.45,15,0,0,0,4.8,2.05,0,0,0,-,-,-,8,0,0,31,47,41,99,48,48.48,0,2419.2,117.64,4,0,0,0.04,0.06,0.04,0,0,0,-,-,-,8,0,0,0,0.19,0.07,5,0,0,0,0,0,92,1,1.09,0,1,0.01,97,0,0,6.77,8.5,7.63,91,2,2.2,0,1,0.02,8,0,0,0,1,0.63,97,19,19.59,0.2,24.5,1.7
Caldas 2014,Palestina,625,419,206,0,98.06,31.93,5,15,10,15,0,0,0.05,99,65.07,0,0,0,-,-,-,61,19,31.15,0,1.6,0.7,15,0,0,3,10,6.6,60,21,35,0,2419.2,668.48,61,19,31.15,0,124,15.62,46,0,0,2.15,337,219.26,5,1,20,2.8,5.2,3.76,0,0,0,-,-,-,15,0,0,6,108,72.8,60,19,31.67,0,2419.2,86.71,3,0,0,0.06,0.15,0.1,0,0,0,-,-,-,15,0,0,0,0.28,0.07,7,0,0,0,0.01,0,62,2,3.23,0,1,0.03,61,0,0,6.72,8.96,7.71,62,4,6.45,0,1,0.06,15,0,0,0,18,8.33,61,19,31.15,0.11,21.3,2.31
Caldas 2014,Pensilvania,941,221,720,0,98.06,57.2,3,17,9,8,0,0,4,18,9.5,1,0,0,0.01,0.01,0.01,102,83,81.37,0.1,1.5,0.22,9,0,0,0,3,0.78,102,84,82.35,0,2419.2,1321.01,101,10,9.9,0,39,7.29,74,0,0,10.89,141.2,27.37,12,1,8.33,0,2052,173.51,0,0,0,-,-,-,9,0,0,1,21,9.22,101,78,77.23,0,2419.2,89.78,8,0,0,0.03,0.07,0.04,0,0,0,-,-,-,9,1,11.11,0.02,11,1.29,7,0,0,0,0.01,0,93,0,0,0,0,0,101,8,7.92,5.92,8.3,7.14,93,0,0,0,0,0,10,0,0,0,7,1.6,101,5,4.95,0.11,33,1.05
Caldas 2014,Riosucio,1175,406,769,0,98.06,57.61,6,17,9,25,0,0,10,57,33.32,1,0,0,0.14,0.14,0.14,118,88,74.58,0.1,1.5,0.29,25,0,0,0,3,1.2,116,88,75.86,0,2419.2,1420.49,119,20,16.81,0,169,11.18,85,1,1.18,32.6,1078,113.78,15,1,6.67,0,7.3,2.19,1,0,0,0,0,0,25,0,0,3,40,25.76,116,87,75,0,1119.9,68.14,9,0,0,0.05,0.07,0.06,1,0,0,0,0,0,25,0,0,0,0.12,0.04,13,0,0,0,0.02,0,111,1,0.9,0,1,0.01,119,3,2.52,3.77,8.18,7.46,111,5,4.5,0,1,0.05,21,0,0,4,14,6.29,119,25,21.01,0.07,26.5,1.75
Caldas 2014,Risaralda,794,140,654,0,100,64.23,4,15,9,10,0,0,14,28,19,0,0,0,-,-,-,84,70,83.33,0.1,1.42,0.25,10,0,0,1,6,3.3,83,71,85.54,0,2419.22,1809.69,84,13,15.48,0,399,14.29,63,0,0,0.1,272.6,136.17,12,2,16.67,0,5.32,2.67,0,0,0,-,-,-,10,0,0,2,29,15.8,82,69,84.15,0,2419.2,150.38,7,1,14.29,0.03,5.32,0.8,0,0,0,-,-,-,10,0,0,0,0.12,0.05,5,0,0,0,0,0,78,1,1.28,0,1,0.01,84,1,1.19,6.36,8.56,7.61,78,1,1.28,0,1,0.01,10,0,0,0,1,0.4,84,18,21.43,0.21,223,5.04
Caldas 2014,Salamina,1055,333,722,0,98.06,60.17,6,15,9,24,0,0,0,56,45.67,2,0,0,0.01,0.04,0.02,107,81,75.7,0,1,0.21,24,0,0,0,6,3.17,105,82,78.1,0,2419.4,1459.38,107,22,20.56,0,2275,52.91,74,0,0,11,898,155.1,12,3,25,0,12.31,4.4,0,0,0,-,-,-,24,0,0,3,60,43.46,106,79,74.53,0,2419.2,166.07,6,0,0,0.04,0.21,0.1,0,0,0,-,-,-,24,0,0,0,0.11,0.04,11,1,9.09,0,0.2,0.02,96,4,4.17,0,1,0.04,107,1,0.93,6.67,750,14.56,97,9,9.28,0,1,0.07,20,0,0,2,7,4.5,107,28,26.17,0.13,429,10.28
Caldas 2014,Samaná,1039,221,818,0,98.06,56.7,4,16,9,10,0,0,0.1,23,8.21,1,0,0,0.03,0.03,0.03,114,98,85.96,0,1,0.19,8,0,0,0,1,0.25,109,94,86.24,0,6816.7,1448.21,114,12,10.53,0,30,6.23,84,0,0,9.44,177.3,40.13,14,2,14.29,0,6,2.12,0,0,0,-,-,-,8,0,0,0,11,5.63,112,77,68.75,0,2419.2,123.52,6,0,0,0.02,0.04,0.04,0,0,0,-,-,-,8,0,0,0,0.21,0.06,4,0,0,0,0,0,104,1,0.96,0,1,0.01,114,10,8.77,5.86,8.04,7.07,103,2,1.94,0,1,0.02,8,0,0,0,1,0.25,114,7,6.14,0.13,9.05,0.92
Caldas 2014,San José,689,398,291,0,100,64.53,4,17,9,7,0,0,7,55,19.86,0,0,0,-,-,-,72,59,81.94,0.1,1.71,0.25,7,0,0,1,17,5.43,74,62,83.78,0,2419.2,1751.14,73,19,26.03,0,90,13.15,54,0,0,15.86,252.3,154.63,12,3,25,0,6.4,3.5,0,0,0,-,-,-,7,0,0,14,62,25.14,74,61,82.43,0,2419.2,173.95,3,0,0,0.02,0.05,0.03,0,0,0,-,-,-,7,0,0,0,0.26,0.08,4,0,0,0,0,0,71,2,2.82,0,1,0.03,73,0,0,6.7,8.86,7.71,71,6,8.45,0,1,0.08,7,0,0,0,1,0.57,73,15,20.55,0.06,16.2,1.67
Caldas 2014,Supía,1092,314,778,0,98.06,65.17,4,16,9,23,0,0,24,58,42.43,2,0,0,0.06,0.13,0.1,111,89,80.18,0.01,1.5,0.26,23,0,0,1,9,4.09,111,90,81.08,0,2419.2,1582.97,112,36,32.14,0,218,19.57,79,0,0,10.94,523,150.85,6,0,0,0,4.6,1.8,0,0,0,-,-,-,21,0,0,3,82,39.33,111,90,81.08,0,2419.2,116.16,5,0,0,0.04,0.17,0.09,0,0,0,-,-,-,23,0,0,0,0.3,0.06,10,0,0,0,0.01,0,105,3,2.86,0,1,0.03,112,0,0,6.67,8.51,7.67,105,7,6.67,0,1,0.07,19,0,0,3,21,12.68,112,38,33.93,0.14,44.8,2.88
